Sample,CO2raw,CO2_ADCv,CO2_AOUTv,ALCraw,ALC_ADCv,ALC_AOUTv,Type,ratio co2/ethanol
1363,1451,1.169,1.7,2361,1.902,2.767,regular,0.614383809
1364,1454,1.171,1.704,2361,1.902,2.767,regular,0.615829418
1365,1453,1.171,1.703,2359,1.901,2.764,regular,0.616136035
1366,1450,1.168,1.699,2353,1.896,2.757,regular,0.616249547
1367,1451,1.169,1.7,2359,1.901,2.764,regular,0.615050651
1368,1455,1.172,1.705,2361,1.902,2.767,regular,0.61619082
1369,1453,1.171,1.703,2358,1.9,2.763,regular,0.61635903
1370,1452,1.17,1.702,2355,1.897,2.76,regular,0.616666667
1371,1451,1.169,1.7,2359,1.901,2.764,regular,0.615050651
1372,1452,1.17,1.702,2365,1.905,2.771,regular,0.614218694
1373,1451,1.169,1.7,2361,1.902,2.767,regular,0.614383809
1374,1453,1.171,1.703,2367,1.907,2.774,regular,0.613914924
1375,1455,1.172,1.705,2367,1.907,2.774,regular,0.614635905
1376,1459,1.175,1.71,2430,1.958,2.848,regular,0.600421348
1377,1456,1.173,1.706,2365,1.905,2.771,regular,0.615662216
1378,1458,1.175,1.709,2359,1.901,2.764,regular,0.618306802
1379,1463,1.179,1.714,2367,1.907,2.774,regular,0.617880317
1380,1457,1.174,1.707,2363,1.904,2.769,regular,0.616468039
1381,1458,1.175,1.709,2367,1.907,2.774,regular,0.616077866
1382,1456,1.173,1.706,2369,1.909,2.776,regular,0.614553314
1383,1461,1.177,1.712,2361,1.902,2.767,regular,0.618720636
1384,1458,1.175,1.709,2367,1.907,2.774,regular,0.616077866
1385,1456,1.173,1.706,2366,1.906,2.773,regular,0.615218175
1386,1462,1.178,1.713,2359,1.901,2.764,regular,0.61975398
1387,1463,1.179,1.714,2361,1.902,2.767,regular,0.619443441
1388,1459,1.175,1.71,2363,1.904,2.769,regular,0.617551463
1389,1458,1.175,1.709,2367,1.907,2.774,regular,0.616077866
1390,1459,1.175,1.71,2361,1.902,2.767,regular,0.617997832
1391,1465,1.18,1.717,2365,1.905,2.771,regular,0.619631902
1392,1459,1.175,1.71,2363,1.904,2.769,regular,0.617551463
